id,NAME,DESCRIPTION,CATEGORY,EFFECT,VISUAL_DESCRIPTION,CLASS,IMAGES,DEFAULT_IMAGE,VALID,PIXEL_IMAGES,DEFAULT_PIXEL_IMAGE,ATK,DEF,CREATED_AT,UPDATED_AT
391,Relic of the Holy Light,"A powerful relic that radiates a holy light, granting its wielder immense power.",magic_item,Grants the wielder increased strength and protection.,"A golden relic with a bright white light emanating from it, surrounded by a halo of light.",Paladin,,,1,,,,,2023-10-31T08:02:44.753991,
392,Ring Mail of the Sentinel,This magical armor was crafted by a powerful sentinel to protect its wearer from harm.,defense_item,Grants the wearer +2 to their armor class.,"A suit of armor made of interlocking metal rings, with a crest of a sentinel on the chest plate.",Armor,,,1,,,,,2023-10-31T08:02:44.780946,
393,Ring of Acid Resistance,This ring grants the wearer resistance to acid damage.,defense_item,Grants resistance to acid damage.,"A silver ring with a green gemstone in the center, surrounded by a pattern of swirling lines.",Accessory,,,1,,,,,2023-10-31T08:02:44.802950,
394,Ring of Charisma: The Mystic's Blessing,"This ring was crafted by a powerful mystic, and is said to grant its wearer the power of persuasion and charm.",defense_item,Grants the wearer +2 Charisma,"The ring is made of a deep blue metal, with a single large sapphire set in the center. The sapphire is surrounded by intricate silver filigree, and the band is etched with ancient runes.",Accessory,,,1,,,,,2023-10-31T08:02:44.825489,
395,Ring of Cold Resistance of the Frozen North,"This ring is made of a cold, icy metal and is inscribed with runes of frost. It grants the wearer resistance to cold temperatures and protection from the chill of the north.",defense_item,Grants resistance to cold temperatures and protection from the chill of the north.,"The ring is made of a cold, icy metal and is inscribed with runes of frost. It has a light blue hue and a frosty sheen.",Ring,,,1,,,,,2023-10-31T08:02:44.846715,
396,Ring of Constitution Guardian,This ring grants its wearer a +2 bonus to Constitution saving throws.,defense_item,#ERROR!,"A silver ring with a deep blue gemstone in the center, surrounded by intricate carvings of a guardian protecting a castle.",Ring,,,1,,,,,2023-10-31T08:02:44.870003,
397,Ring of Constitution: The Unyielding,"This powerful ring grants its wearer an unyielding constitution, allowing them to shrug off the most powerful of blows.",defense_item,"Grants the wearer an unyielding constitution, allowing them to shrug off the most powerful of blows.","The Ring of Constitution: The Unyielding is a golden ring with a large ruby set in the center. The ruby is surrounded by a pattern of intricate runes, which glow with a faint light when the ring is worn.",Ring,,,1,,,,,2023-10-31T08:02:44.889482,
398,Ring of Constitution: The Unyielding Shield,"This ring grants its wearer an unyielding shield of protection, increasing their Constitution score by +2.",defense_item,#ERROR!,"The Ring of Constitution is a silver band with a large, round shield engraved on its face. The shield is surrounded by a circle of small, shining stars, and the words 'The Unyielding Shield' are inscribed on the inside of the band.",Ring,,,1,,,,,2023-10-31T08:02:44.906256,
399,Ring of Dexterity: Swift Strike,"This ring grants its wearer a heightened sense of agility and reflexes, allowing them to strike with lightning speed.",defense_item,Grants the wearer a +2 bonus to Dexterity.,A silver ring with a lightning bolt design etched into its surface.,Accessory,,,1,,,,,2023-10-31T08:02:44.926826,
400,Ring of Electric Resistance,This ring grants the wearer resistance to electric-based attacks.,defense_item,Grants resistance to electric-based attacks.,A silver ring with a lightning bolt symbol etched into it.,Accessory,,,1,,,,,2023-10-31T08:02:44.960674,
401,Ring of Electric Resistance: Thunderstorm,"This ring grants the wearer resistance to electric-based attacks, and also grants them the ability to call down a thunderstorm to their location.",defense_item,Grants resistance to electric-based attacks and the ability to call down a thunderstorm.,"The ring is made of a dark metal, and has a lightning bolt etched into it. When worn, it glows with a faint blue light.",Accessory,,,1,,,,,2023-10-31T08:02:45.021065,
402,Ring of Fire Resistance: Ember Shield,This ring grants the wearer resistance to fire damage and the ability to absorb fire-based attacks.,defense_item,Grants resistance to fire damage and the ability to absorb fire-based attacks.,"The ring is made of a deep red metal, with a large, glowing ember set in the center. The ember is surrounded by a ring of intricate runes, which glow with a faint orange light.",Accessory,,,1,,,,,2023-10-31T08:02:45.047661,
403,Ring of Intelligence: Mindweaver,"This ring grants its wearer an increased intelligence, allowing them to think more quickly and accurately.",defense_item,Grants increased intelligence.,"A silver ring with a large blue gemstone in the center, surrounded by intricate patterns of silver and gold.",Ring,,,1,,,,,2023-10-31T08:02:45.076040,
404,Ring of Protection of the Ancients,This ancient ring was crafted by the gods to protect its wearer from harm.,defense_item,Grants the wearer a +2 bonus to AC and all saving throws.,The ring is made of a golden metal and is adorned with a large emerald in the center. The emerald is surrounded by intricate carvings of ancient symbols and runes.,Protection,,,1,,,,,2023-10-31T08:02:45.103992,
405,Ring of Protection: Guardian Shield,"This ring grants its wearer a powerful shield of protection, allowing them to deflect incoming attacks and protect themselves from harm.",defense_item,Grants the wearer a powerful shield of protection that can deflect incoming attacks.,"A silver ring with a large, round shield engraved on its face. The shield is surrounded by a halo of light, symbolizing the protection it provides.",Protection,,,1,,,,,2023-10-31T08:02:45.122442,
406,Ring of Regeneration of Life,"This ring grants its wearer the power to regenerate their life force, allowing them to heal quickly and recover from wounds and illnesses.",defense_item,Regenerates life force,"The Ring of Regeneration of Life is a silver band with a large emerald set in the center. The emerald glows with a soft green light, and the ring is inscribed with ancient runes.",Accessory,,,1,,,,,2023-10-31T08:02:45.140784,
407,Ring of Spell Storing of the Mystic,"This ring is imbued with powerful magic that allows the wearer to store up to three spells of any level. When the wearer casts a spell, the ring absorbs the energy and stores it until it is released.",magic_item,Allows the wearer to store up to three spells of any level.,The ring is made of a deep blue metal and is adorned with a single glowing gemstone in the center. The gemstone is a deep purple color and seems to shimmer with an inner light.,Ring,,,1,,,,,2023-10-31T08:02:45.160246,
408,Ring of Spell Storing of the Mystic,"This ring is imbued with powerful magic that allows the wearer to store up to three spells of any level. When the wearer casts a spell, the ring absorbs the energy and stores it until it is released.",magic_item,The wearer can store up to three spells of any level.,The ring is made of a deep blue metal and is adorned with a single glowing gemstone in the center. The gemstone is a deep purple color and seems to shimmer with an inner light.,Ring,,,1,,,,,2023-10-31T08:02:45.178097,
409,Ring of Strength: The Unyielding,"This powerful ring grants its wearer immense strength and resilience, allowing them to stand firm against any foe.",defense_item,Grants the wearer +2 Strength and +2 Constitution.,"The Ring of Strength: The Unyielding is a large, ornate gold ring with a deep red gemstone set in the center. The gemstone is surrounded by intricate carvings of a lion, symbolizing strength and courage.",Accessory,,,1,,,,,2023-10-31T08:02:45.197139,
410,Ring of the Phoenix,"This ring is said to be blessed by the Phoenix, granting its wearer the power to rise from the ashes.",magic_item,"When the wearer is reduced to 0 HP, they are immediately restored to full HP and gain a temporary shield that absorbs all damage for 3 turns.","The Ring of the Phoenix is a golden band with a red gemstone in the center, surrounded by a ring of fire.",Legendary,,,1,,,,,2023-10-31T08:02:45.215305,
411,Robe of the Magi,This magical robe grants its wearer the power of a mage.,defense_item,Grants the wearer the power of a mage.,"A long, flowing robe of deep blue with silver embroidery and a hood. The fabric is light and airy, and it shimmers with a faint magical aura.",Mage,,,1,,,,,2023-10-31T08:02:45.240892,
412,Roc of the Heavens,"A powerful creature from the heavens, the Roc of the Heavens is a force to be reckoned with.",creature,"When this card is summoned, all other creatures on the field gain +2 attack and +2 defense.","The Roc of the Heavens is a large, majestic bird with wings of gold and feathers of white. Its eyes are a deep blue, and its beak is sharp and powerful. It is surrounded by a halo of light, and its wings are spread wide, ready to take flight.",Divine,,,1,,,,,2023-10-31T08:02:45.268837,
413,Roc of the Heavens,A powerful creature from the heavens that can bring destruction to its enemies.,creature,Deals massive damage to all enemies.,"A giant eagle with wings of fire and a body of gold, its eyes glowing with a divine light.",Divine,,,1,,,,,2023-10-31T08:02:45.292944,
414,Rocket Launcher Blast,"Launch a powerful rocket at your opponent's creatures, dealing massive damage.",attack_item,Deal 5 damage to all enemy creatures.,"A large rocket is fired from a launcher, exploding on impact and dealing massive damage to all creatures in its path.",Spell,,,1,,,,,2023-10-31T08:02:45.311521,
415,Rod of the Ancients,"This ancient rod is said to be imbued with the power of the gods, granting its wielder immense power.",attack_item,Grants the wielder immense power.,"The Rod of the Ancients is a long, golden rod with intricate carvings and symbols along its length. At the top is a large, glowing gemstone that pulses with a mysterious energy.",Legendary,,,1,,,,,2023-10-31T08:02:45.329909,
416,Rod of Thunder,"This powerful rod is imbued with the power of thunder, allowing its wielder to call down lightning from the sky.",attack_item,Deals lightning damage to all enemies in a line.,"The Rod of Thunder is a long, silver rod with a blue crystal at the top. It crackles with electricity and emits a loud thunderous sound when used.",Mage,,,1,,,,,2023-10-31T08:02:45.356495,
417,Sai's Blessing,"A blessing from the god Sai, granting the user a powerful protection.",attack_item,Grants the user a powerful shield that absorbs all incoming damage.,"A bright light radiates from the card, with a figure of the god Sai in the center, surrounded by a golden aura.",Divine,,,1,,,,,2023-10-31T08:02:45.374925,
418,Salve of Freedom: Guardian of the Skies,A powerful spell that summons a guardian of the skies to protect its caster.,magic_item,Summons a guardian of the skies to protect its caster.,"A glowing figure of a majestic eagle appears in the sky, its wings spread wide and its eyes blazing with a fierce light.",Spell,,,1,,,,,2023-10-31T08:02:45.398804,
419,Salve of Stone Skin Shield,"This salve grants the user a protective shield of stone skin, making them impervious to physical damage.",magic_item,"Grants the user a shield of stone skin, making them impervious to physical damage.","The salve appears as a thick, grey paste that glows with a faint blue light. When applied to the skin, it hardens into a stone-like shield that covers the user's body.",Defensive,,,1,,,,,2023-10-31T08:02:45.420128,
420,Salve of the Ancients,A powerful healing salve that can restore the health of any creature.,magic_item,Restores a creature's health to full.,A small vial of glowing green liquid with a faint mist rising from it.,Healing,,,1,,,,,2023-10-31T08:02:45.440315,
421,Sandman's Dream,"When this card is played, all players gain the ability to draw an extra card during their draw phase.",creature,Draw an extra card during draw phase.,"A figure of a sandman stands in the center of a dreamscape, with a starry sky above and a crescent moon in the background. He holds a staff in one hand and a dreamcatcher in the other, and a gentle breeze ruffles his robes.",Spell,,,1,,,,,2023-10-31T08:02:45.457469,
422,Sansetsukon of the Rising Sun,"A powerful weapon of the gods, this three-section staff is said to be able to control the sun itself.",attack_item,"When this card is played, all creatures on the field gain +2 attack and +2 defense.","The staff is made of a golden metal, with three sections connected by a red cord. The top section is shaped like a sun, with rays of light radiating from it. The middle section is a long pole, and the bottom section is a curved blade.",Legendary,,,1,,,,,2023-10-31T08:02:45.475810,
423,Sansetsukon of the Rising Sun,"A powerful weapon of the gods, this three-section staff is said to be able to control the sun itself.",attack_item,"When used, the user can control the sun and its rays to create powerful attacks.","The staff is made of a golden metal and is decorated with intricate designs. The three sections are connected by a chain, and the top of the staff is adorned with a sun-shaped gem.",Legendary,,,1,,,,,2023-10-31T08:02:45.495188,
424,Sasquatch of the Wilds,"A mysterious creature of the wilds, Sasquatch of the Wilds is a powerful ally to those who can tame it.",creature,"When this card is summoned, all friendly Beasts gain +2 Attack and +2 Health.","Sasquatch of the Wilds is a large, bipedal creature with shaggy fur and glowing yellow eyes. It stands tall and proud, with its arms outstretched as if ready to embrace its allies.",Beast,,,1,,,,,2023-10-31T08:02:45.512119,
425,Satyr of the Wilds,"A powerful creature of the wilds, the Satyr of the Wilds is a force to be reckoned with.",creature,"When Satyr of the Wilds enters the battlefield, you may search your library for a basic land card and put it onto the battlefield tapped.","A large, muscular satyr with wild, unkempt hair and a wild look in its eyes. It is wearing a tattered loincloth and is wielding a large club.",Creature,,,1,,,,,2023-10-31T08:02:45.527970,
426,Scale Armor Knight,"A knight clad in heavy scale armor, ready to defend its allies.",defense_item,Gain +2 attack and +2 defense.,"A knight wearing heavy scale armor, with a shield and sword in hand, standing in a defensive stance.",Warrior,,,1,,,,,2023-10-31T08:02:45.545896,
427,Scroll of Teleportation,This scroll allows the user to teleport to any location they can imagine.,magic_item,Teleports the user to any location they can imagine.,"The scroll is made of a thin, yellow parchment with a purple wax seal. The seal is in the shape of a star with a lightning bolt in the center.",Arcane,,,1,,,,,2023-10-31T08:02:45.566531,
428,Scroll of Teleportation,This magical scroll allows the user to instantly teleport to any location they can imagine.,magic_item,Teleports the user to any location they can imagine.,"The Scroll of Teleportation is a large, ancient-looking scroll with intricate symbols and runes written in a strange language. It is bound in a deep blue velvet and sealed with a wax stamp.",Arcane,,,1,,,,,2023-10-31T08:02:45.589468,
429,Scroll of the Ancients,"This ancient scroll contains powerful secrets of the ancients, written in a language long forgotten.",magic_item,"When played, the player draws two cards from their deck.","The Scroll of the Ancients is a large, yellowed parchment scroll, with intricate symbols and runes written in a language long forgotten. The scroll is bound with a thick, black leather cord, and is adorned with a large, red wax seal.",Mage,,,1,,,,,2023-10-31T08:02:45.609234,
430,Scroll of the Ancients,"This ancient scroll contains powerful secrets of the ancients, written in a language long forgotten.",magic_item,"When used, the scroll grants the user a powerful spell that can be used once.","The scroll is made of a thick, yellowed parchment, with intricate symbols and runes written in a strange language.",Arcane,,,1,,,,,2023-10-31T08:02:45.626503,
431,Scroll of Wishes,A magical scroll that grants the user one wish.,magic_item,Grants the user one wish.,"A rolled up scroll with a golden seal, emitting a faint blue light.",Spell,,,1,,,,,2023-10-31T08:02:45.651481,
432,Selkie of the Deep,"A mysterious creature from the depths of the sea, Selkie of the Deep is a powerful ally to those who can gain its trust.",creature,"When Selkie of the Deep is summoned, all friendly creatures gain +2/+2 and have their health restored to full.","Selkie of the Deep is a large, blue-green creature with a long, serpentine body and a head resembling a seal. Its eyes are a deep, dark blue, and its fins are a shimmering silver. It has a long, flowing mane of seaweed-like hair that trails behind it as it moves.",Mystic,,,1,,,,,2023-10-31T08:02:45.669229,
433,Selkie of the Deep,"A mysterious creature from the depths of the sea, Selkie of the Deep is a powerful ally to those who can gain its trust.",creature,"When Selkie of the Deep is summoned, all friendly creatures gain +2 Attack and +2 Health.","Selkie of the Deep is a large, blue-green creature with a long, serpentine body and a humanoid face. Its eyes are a deep, dark blue, and its body is covered in shimmering scales. Its long, webbed fingers and toes are tipped with sharp claws, and its tail is tipped with a fin.",Mystic,,,1,,,,,2023-10-31T08:02:45.690343,
434,Shield of Faithful Guardian,This shield was crafted by a powerful wizard to protect its wielder from harm.,defense_item,Grants the wielder +2 to all defense stats.,"A large, round shield made of a shining silver metal, with a golden crest of a lion in the center.",Paladin,,,1,,,,,2023-10-31T08:02:45.708268,
435,Shield of the Elemental Fury,"This shield is imbued with the power of the elements, granting its wielder protection from all forms of elemental damage.",defense_item,Grants protection from all forms of elemental damage.,"The Shield of the Elemental Fury is a large, round shield made of a shimmering silver metal. It is decorated with intricate designs of fire, water, earth, and air, and is surrounded by a glowing aura of elemental energy.",Shield,,,1,,,,,2023-10-31T08:02:45.728096,
436,Shield of the Elemental Fury,"This shield is imbued with the power of the four elements, granting its wielder protection from all forms of elemental damage.",defense_item,Grants immunity to all forms of elemental damage.,"The shield is made of a shimmering metal, with four symbols representing the four elements etched into its surface. The shield glows with a faint blue light.",Shield,,,1,,,,,2023-10-31T08:02:45.747386,
437,Shield of the Mind's Will,This shield grants its wielder the power to resist mental manipulation and control.,defense_item,Grants the wielder immunity to mental manipulation and control.,"A large, round shield with a golden crest of a lion's head in the center. The shield is made of a dark metal and has a shimmering blue aura around it.",Paladin,,,1,,,,,2023-10-31T08:02:45.782722,
438,Shield of the Mind's Will,This shield grants its wielder the power to resist mental manipulation and control.,defense_item,Grants the wielder resistance to mental manipulation and control.,"A large, round shield made of a shining silver metal, with a golden crest of a lion's head in the center. The edges of the shield are adorned with intricate designs of swirling patterns and symbols.",Paladin,,,1,,,,,2023-10-31T08:02:45.828579,
439,Shield of the Moon's Blessing,"This shield was blessed by the moon goddess, granting its wielder protection from all forms of harm.",defense_item,Grants the wielder immunity to all forms of damage.,"A large, round shield made of silver and adorned with a crescent moon symbol in the center. The edges of the shield are lined with a glowing blue light.",Paladin,,,1,,,,,2023-10-31T08:02:45.854754,
440,Shield of the Sun's Radiant Light,"This shield is imbued with the power of the sun, granting its wielder protection from all forms of harm.",defense_item,Grants its wielder protection from all forms of harm.,"A large, round shield made of a golden metal, with a sun-shaped design in the center that glows with a bright, white light.",Shield,,,1,,,,,2023-10-31T08:02:45.878874,
441,Shield of the Underworld Guardian,This shield was forged in the depths of the Underworld and imbued with the power of a powerful guardian. It grants its wielder protection from all forms of dark magic.,defense_item,Grants protection from dark magic.,"The shield is made of a dark metal, with a skull-shaped design on the front. It has a black aura surrounding it, and a faint glow coming from within.",Shield,,,1,,,,,2023-10-31T08:02:45.900945,
442,Shield of the Underworld's Guardian,This shield was forged in the depths of the Underworld and is said to be imbued with the power of the Underworld's Guardian.,defense_item,Grants the wielder protection from dark magic.,The shield is made of a dark metal and is adorned with a skull and crossbones. It has a deep red glow emanating from it.,Shield,,,1,,,,,2023-10-31T08:02:45.927291,
443,Shoge of the Storm,A powerful creature that can summon a storm of lightning and thunder.,attack_item,Summons a storm of lightning and thunder that deals damage to all enemies.,"A large, humanoid figure made of lightning and thunder, with a fierce expression and glowing eyes.",Elemental,,,1,,,,,2023-10-31T08:02:45.958299,
444,Shortbow Archer,"A skilled archer with a shortbow, ready to take down any foe.",attack_item,Deal 2 damage to an enemy unit.,"A human figure wearing leather armor and a hood, holding a shortbow with an arrow nocked and ready to fire.",Archer,,,1,,,,,2023-10-31T08:02:45.982528,
445,Shotgun Blast,Deal 3 damage to a single enemy.,attack_item,Deal 3 damage to a single enemy.,"A bright orange blast of energy erupts from a shotgun, striking a single enemy.",Spell,,,1,,,,,2023-10-31T08:02:46.005716,
446,Shuriken of the Storm,A powerful weapon that can summon a storm of shurikens to attack your enemies.,attack_item,Summons a storm of shurikens to attack your enemies.,"A large, black shuriken with a lightning bolt pattern etched into its surface.",Weapon,,,1,,,,,2023-10-31T08:02:46.026485,
447,Sickle of the Harvest,This magical sickle is said to be able to reap the harvest of any field with a single swing.,attack_item,Increases the user's harvesting speed.,"A curved blade with a wooden handle, the Sickle of the Harvest is made of a shining silver metal that glows with a faint light.",Weapon,,,1,,,,,2023-10-31T08:02:46.046848,
448,Siren's Call,"When played, all enemy minions are silenced and their attack is reduced by 3.",creature,Silence and reduce attack of all enemy minions by 3.,"A beautiful siren singing a haunting melody, causing all enemy minions to become still and their weapons to become dull.",Mage,,,1,,,,,2023-10-31T08:02:46.067808,
449,Skinwalker of the Wilds,A mysterious creature that can take on the form of any animal it chooses.,creature,"When this card is summoned, you may choose one creature type. All creatures you control of that type gain +2/+2 until end of turn.","A humanoid figure with the head of a wolf, standing on two legs and wearing a cloak of leaves and fur.",Beast,,,1,,,,,2023-10-31T08:02:46.094116,
450,Skinwalker of the Wilds,A mysterious creature that can take on the form of any animal it chooses.,creature,Choose one of your minions and transform it into a random Beast.,"A humanoid figure with glowing yellow eyes and a wild, shaggy mane of fur. It has the ability to transform into any animal it chooses, and its claws and teeth are sharp and dangerous.",Neutral,,,1,,,,,2023-10-31T08:02:46.117428,
451,Sling Blaster,A powerful weapon that can launch a barrage of energy blasts.,attack_item,Deals damage to all enemies.,"A large, bulky weapon with a long handle and a wide barrel. The barrel is lined with glowing blue energy, and when fired, it launches a barrage of energy blasts.",Weapon,,,1,,,,,2023-10-31T08:02:46.142286,
452,Sniper Rifle of the Wilds,A powerful rifle that can take down enemies from afar.,attack_item,Deals high damage to enemies at a distance.,A long rifle with a wooden stock and a scope mounted on top. The barrel is engraved with intricate designs of wild animals.,Ranged Weapon,,,1,,,,,2023-10-31T08:02:46.173316,
453,Spear of the Ancients,This ancient spear was forged by the gods of old and imbued with powerful magic. It is said to be able to pierce through any armor and strike true.,attack_item,Deals extra damage to armored enemies.,"The Spear of the Ancients is a long, silver spear with a golden hilt. Its blade is etched with ancient runes and symbols, and its tip is sharp and deadly.",Weapon,,,1,,,,,2023-10-31T08:02:46.201611,
454,Sphinx of the Eternal Flame,A powerful creature that guards the secrets of the eternal flame.,creature,"When this creature enters the battlefield, you may search your library for a card with the same name as this creature and put it into your hand.","A large, majestic sphinx with a body of flames and a face of a human. Its eyes are glowing with a bright orange light.",Creature,,,1,,,,,2023-10-31T08:02:46.261819,
455,Spikes the Unstoppable,A powerful warrior who can't be stopped by any means.,attack_item,Cannot be stopped by any means.,"A tall, muscular warrior with a spiked armor and a menacing look in his eyes.",Warrior,,,1,,,,,2023-10-31T08:02:46.291160,
456,Splint Mail Shield,"A shield made of splint mail, providing extra protection against physical attacks.",defense_item,Grants +2 Defense.,"A round shield made of interlocking metal rings, with a leather handle in the center.",Defensive,,,1,,,,,2023-10-31T08:02:46.315520,
457,Staff of Powerful Might,"This staff is imbued with powerful magical energy, granting its wielder great strength and power.",magic_item,Grants the wielder increased strength and power.,"The staff is made of a dark wood, with a large crystal at the top. The crystal glows with a bright blue light, and the staff is decorated with intricate carvings.",Staff,,,1,,,,,2023-10-31T08:02:46.340961,
458,Staff of the Ancients,This ancient staff is said to have been used by powerful wizards of old. It is said to be imbued with powerful magic that can be used to cast powerful spells.,magic_item,Grants the wielder the ability to cast powerful spells.,The staff is made of a dark wood and is adorned with intricate carvings. The top of the staff is capped with a large crystal that glows with a faint blue light.,Staff,,,1,,,,,2023-10-31T08:02:46.358413,
459,Staff of the Ancients,"This ancient staff is said to be imbued with powerful magical energies, granting its wielder great power.",magic_item,Grants the wielder increased magical power.,"The staff is made of a dark wood, with intricate carvings of ancient symbols and runes. The top of the staff is adorned with a large, glowing crystal.",Mage,,,1,,,,,2023-10-31T08:02:46.376680,
460,Staff of the Magi's Blessing,"This staff is imbued with the power of the Magi, granting its wielder the ability to cast powerful spells.",magic_item,Grants the wielder the ability to cast powerful spells.,"The staff is made of a dark wood, with a large crystal at the top. The crystal glows with a faint blue light, and the staff is adorned with intricate carvings of magical symbols.",Staff,,,1,,,,,2023-10-31T08:02:46.406954,
461,Staff of the Wild,"This staff is imbued with the power of nature, allowing its wielder to control the forces of the wild.",magic_item,Grants the wielder the ability to control the forces of nature.,"The staff is made of a dark wood, with a curved handle and a large, glowing green gem at the top.",Staff,,,1,,,,,2023-10-31T08:02:46.428473,
462,Steel Whips of the Tempest,"This magical weapon is imbued with the power of the storm, allowing its wielder to call forth lightning and thunder with a single swing.",attack_item,Deals lightning damage and has a chance to stun enemies.,"The Steel Whips of the Tempest are two long whips made of steel, with a lightning bolt pattern etched into the metal. The handle of each whip is wrapped in leather, and the tips of the whips crackle with electricity.",Weapon,,,1,,,,,2023-10-31T08:02:46.451133,
463,Submachine Gunner,A powerful gunner that can fire multiple rounds of bullets at once.,attack_item,Deals damage to multiple enemies at once.,A humanoid figure wearing a heavy armor and carrying a large submachine gun.,Gunner,,,1,,,,,2023-10-31T08:02:46.469573,
464,Submachine Gunner,A powerful soldier who wields a submachine gun.,attack_item,Deals moderate damage to multiple enemies.,"A soldier wearing a helmet and body armor, carrying a submachine gun in both hands.",Soldier,,,1,,,,,2023-10-31T08:02:46.489724,
465,Talisman of Elemental Resistance: Firestorm,This talisman grants the wearer resistance to fire-based attacks.,magic_item,Grants resistance to fire-based attacks.,"The talisman is a small, round disc made of a deep red metal. It is etched with intricate patterns of flames and has a single ruby set in the center.",Accessory,,,1,,,,,2023-10-31T08:02:46.513590,
466,Talisman of Protection Shield,This talisman is a powerful magical artifact that provides a shield of protection against any form of harm.,magic_item,Provides a shield of protection against any form of harm.,"The talisman is a small, round disc made of a shimmering silver metal. It has a single eye in the center, surrounded by a ring of intricate runes. The talisman glows with a faint blue light when activated.",Magical Artifact,,,1,,,,,2023-10-31T08:02:46.542172,
467,Talisman of Protection Shield,"This talisman is imbued with powerful protective magic, granting its wielder a shield of protection from harm.",magic_item,Grants a shield of protection from harm.,"The talisman is a small, round disc made of silver, with a blue gemstone in the center. The gemstone is surrounded by intricate carvings of protective symbols.",Protection,,,1,,,,,2023-10-31T08:02:46.564122,
468,Talisman of the Gods: Celestial Blessing,This talisman was blessed by the gods and grants its wielder the power to call upon the heavens for aid.,magic_item,Grants the user the ability to call upon the heavens for aid.,The talisman is a golden disc with a starburst pattern in the center. It is surrounded by a halo of light and has a single gemstone in the center.,Divine,,,1,,,,,2023-10-31T08:02:46.587035,
469,Talisman of the Gods: Celestial Blessing,This talisman was blessed by the gods and grants its wielder the power to call upon the heavens for aid.,magic_item,"When activated, the talisman grants its wielder the power to call upon the heavens for aid, granting them a powerful blessing.","The talisman is a small, circular disc made of gold and adorned with intricate carvings of celestial bodies. It glows with a soft, white light.",Divine,,,1,,,,,2023-10-31T08:02:46.607007,
470,Talisman of the Mystic,A powerful talisman that grants its wielder the power of the mystic.,magic_item,Grants the wielder the power of the mystic.,"A small, round talisman made of a mysterious, dark metal. It has a glowing blue gem in the center, surrounded by intricate carvings of arcane symbols.",Mystic,,,1,,,,,2023-10-31T08:02:46.632593,
471,Tanto of the Rising Sun,"A powerful weapon of the gods, this tanto is said to be able to cut through anything in its path.",attack_item,Deals double damage to enemies.,"A long, curved blade with a golden hilt and a red tassel. The blade is inscribed with ancient symbols of power.",Legendary,,,1,,,,,2023-10-31T08:02:46.668455,
472,Tanto of the Wilds,"A legendary weapon of the wilds, Tanto of the Wilds is a powerful tool for those who seek to protect nature.",attack_item,"When Tanto of the Wilds is played, all friendly creatures gain +2/+2 and all enemy creatures lose -2/-2.","Tanto of the Wilds is a long, curved blade with a jagged edge. The blade is made of a dark metal and is adorned with intricate carvings of animals and plants. The hilt is wrapped in leather and has a small gemstone embedded in it.",Legendary,,,1,,,,,2023-10-31T08:02:46.690942,
473,Teeth of the Dragon,"This card grants the user the power of a dragon, allowing them to breathe fire and fly.",attack_item,The user gains the ability to breathe fire and fly.,"The card depicts a dragon with its mouth open, revealing its sharp teeth.",Spell,,,1,,,,,2023-10-31T08:02:46.710889,
474,Tentacle Tempest,Summon a raging storm of tentacles to overwhelm your enemies.,attack_item,Summon a storm of tentacles that deal damage to all enemies.,"A swirling vortex of tentacles appears in the sky, raining down destruction on all enemies.",Spell,,,1,,,,,2023-10-31T08:02:46.734398,
475,Tentacle Terror,"This creature has a long, slimy tentacle that can reach out and grab its enemies.",attack_item,"When this creature is summoned, it can grab an enemy creature and deal 2 damage to it.","A slimy, blue tentacle with a sharp tip, reaching out from a murky pool of water.",Monster,,,1,,,,,2023-10-31T08:02:46.777573,
476,Tentacle Terror,"This creature has a long, slimy tentacle that can reach out and grab its enemies.",attack_item,"When this creature is summoned, it can grab an enemy creature and pull it into the battlefield.","A large, slimy tentacle with a sharp, pointed tip. Its body is a deep blue color and its eyes are a bright yellow.",Monster,,,1,,,,,2023-10-31T08:02:46.801151,
477,Three-Section Staff of the Heavens,"This staff is made of three sections of metal, each with a different celestial symbol etched into it. It is said to be a powerful weapon that can be used to channel the power of the heavens.",attack_item,Grants the wielder the power to channel the power of the heavens.,"The staff is made of three sections of metal, each with a different celestial symbol etched into it. The staff is topped with a crescent moon and a star, and the handle is wrapped in a deep blue cloth.",Weapon,,,1,,,,,2023-10-31T08:02:46.837194,
478,Three-Section Staff of the Heavens,"This staff is made of three sections, each with a different celestial symbol carved into it. It is said to be able to channel the power of the heavens.",attack_item,Grants the user the ability to cast powerful spells.,"The staff is made of a dark wood, with three sections connected by a golden chain. Each section is carved with a different celestial symbol, such as a sun, moon, and star.",Weapon,,,1,,,,,2023-10-31T08:02:46.861448,
479,Throwing Stars of the Night Sky,This card allows the user to throw stars from the night sky at their opponents.,attack_item,Deals damage to all enemies.,"A dark night sky filled with stars, with a figure in the center throwing stars at their opponents.",Spell,,,1,,,,,2023-10-31T08:02:46.895527,
480,Thunderbird Stormcaller,Summon a Thunderbird to call down a storm of lightning and thunder.,creature,Summon a Thunderbird that deals 3 damage to all enemies and restores 3 health to all allies.,"A large, majestic Thunderbird with a wingspan of at least 10 feet, its feathers a mix of black and blue. Its eyes are a bright yellow, and its beak is open as if it is about to call down a storm of lightning and thunder.",Elemental,,,1,,,,,2023-10-31T08:02:46.928405,
481,Thunderbird Stormcaller,This powerful creature can call down a storm of lightning to smite its enemies.,creature,Deal 3 damage to all enemies.,"A large, majestic bird with wings of lightning and eyes of fire.",Elemental,,,1,,,,,2023-10-31T08:02:46.953787,
